# Version: 12
# Coordinate system: Brainsight
# Created by: Brainsight 2.5b3
# X=right->left, Y=anterior->posterior, Z=inferior->superior
# Units: millimetres, degrees, milliseconds, and microvolts
# Encoding: UTF-8
# Notes: Each column is delimited by a tab. Each value within a column is delimited by a semicolon.
# Sample Name	Session Name	Index	Assoc. Target	Loc. X	Loc. Y	Loc. Z	m0n0	m0n1	m0n2	m1n0	m1n1	m1n2	m2n0	m2n1	m2n2	Dist. to Target	Target Error	Angular Error	Twist Error	Stim. Power A	Stim. Pulse Interval	Stim. Power B	Date	Time	Creation Cause	Crosshairs Driver	Offset	Comment	EMG Channels	EMG Window Start	EMG Window End	EMG Peak-to-peak 1
Sample 415	Session imported from “Block2.txt”	415	PMCtarget_1.5mm	182.5951	122.2732	173.5062	-0.7276	0.0444	0.6845	-0.2033	-0.9670	-0.1534	0.6551	-0.2508	0.7127	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:20:34.785	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	13.7049
Sample 416	Session imported from “Block2.txt”	416	PMCtarget_1.5mm	182.5207	122.2999	173.5806	-0.7274	0.0436	0.6848	-0.2034	-0.9668	-0.1545	0.6554	-0.2517	0.7122	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:20:35.384	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	13.7049
Sample 417	Session imported from “Block2.txt”	417	PMCtarget_1.5mm	182.5297	122.2845	173.5674	-0.7270	0.0465	0.6850	-0.2035	-0.9675	-0.1503	0.6557	-0.2487	0.7128	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:20:35.983	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	21.6995
Sample 418	Session imported from “Block2.txt”	418	PMCtarget_1.5mm	182.6289	122.3983	173.5193	-0.7278	0.0459	0.6843	-0.2041	-0.9670	-0.1523	0.6547	-0.2505	0.7131	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:20:36.485	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	20.5574
Sample 419	Session imported from “Block2.txt”	419	PMCtarget_1.5mm	182.6060	122.2609	173.4925	-0.7280	0.0447	0.6841	-0.2026	-0.9673	-0.1524	0.6549	-0.2496	0.7133	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:20:37.084	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	22.8416
Sample 420	Session imported from “Block2.txt”	420	PMCtarget_1.5mm	182.7017	122.3648	173.4441	-0.7272	0.0429	0.6851	-0.2010	-0.9676	-0.1527	0.6564	-0.2487	0.7123	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:20:37.585	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
Sample 421	Session imported from “Block2.txt”	421	PMCtarget_1.5mm	182.6277	122.0331	173.3956	-0.7180	0.0354	0.6952	-0.1947	-0.9691	-0.1517	0.6683	-0.2443	0.7027	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:20:47.676	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	20.5574
Sample 422	Session imported from “Block2.txt”	422	PMCtarget_1.5mm	182.6323	121.9089	173.3492	-0.7173	0.0349	0.6959	-0.1941	-0.9692	-0.1515	0.6692	-0.2437	0.7020	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:20:48.178	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	15.9891
Sample 423	Session imported from “Block2.txt”	423	PMCtarget_1.5mm	182.6537	122.3176	173.4700	-0.7205	0.0336	0.6927	-0.1943	-0.9686	-0.1551	0.6657	-0.2463	0.7044	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:20:48.680	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	19.4153
Sample 424	Session imported from “Block2.txt”	424	PMCtarget_1.5mm	182.5668	122.1948	173.5042	-0.7217	0.0362	0.6913	-0.1947	-0.9689	-0.1525	0.6643	-0.2447	0.7063	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:20:49.182	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	19.4153
Sample 425	Session imported from “Block2.txt”	425	PMCtarget_1.5mm	182.6530	122.2820	173.4585	-0.7210	0.0355	0.6920	-0.1941	-0.9690	-0.1526	0.6652	-0.2444	0.7056	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:20:49.684	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	15.9891
Sample 426	Session imported from “Block2.txt”	426	PMCtarget_1.5mm	182.7903	122.3787	173.3711	-0.7208	0.0373	0.6922	-0.1960	-0.9688	-0.1518	0.6649	-0.2451	0.7056	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:20:50.186	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	19.4153
Sample 427	Session imported from “Block2.txt”	427	PMCtarget_1.5mm	182.6821	122.2539	173.4233	-0.7200	0.0370	0.6930	-0.1956	-0.9689	-0.1514	0.6659	-0.2446	0.7049	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:20:50.785	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	19.4153
Sample 428	Session imported from “Block2.txt”	428	PMCtarget_1.5mm	182.7045	122.3788	173.4464	-0.7203	0.0374	0.6927	-0.1968	-0.9685	-0.1524	0.6652	-0.2461	0.7050	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:20:51.286	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
Sample 429	Session imported from “Block2.txt”	429	PMCtarget_1.5mm	182.7830	122.6257	173.4619	-0.7268	0.0403	0.6856	-0.1996	-0.9676	-0.1547	0.6572	-0.2493	0.7113	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:01.587	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	19.4153
Sample 430	Session imported from “Block2.txt”	430	PMCtarget_1.5mm	182.6899	122.5435	173.5154	-0.7259	0.0409	0.6866	-0.1994	-0.9679	-0.1531	0.6583	-0.2480	0.7107	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:02.088	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
Sample 431	Session imported from “Block2.txt”	431	PMCtarget_1.5mm	182.6869	122.4874	173.4989	-0.7256	0.0401	0.6870	-0.1998	-0.9676	-0.1545	0.6585	-0.2494	0.7101	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:02.689	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
Sample 432	Session imported from “Block2.txt”	432	PMCtarget_1.5mm	182.7506	122.5173	173.4533	-0.7250	0.0410	0.6876	-0.2015	-0.9672	-0.1548	0.6586	-0.2508	0.7094	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:03.288	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	21.6995
Sample 433	Session imported from “Block2.txt”	433	PMCtarget_1.5mm	182.7815	122.5589	173.4403	-0.7251	0.0394	0.6875	-0.1999	-0.9674	-0.1554	0.6590	-0.2501	0.7094	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:03.789	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	21.6995
Sample 434	Session imported from “Block2.txt”	434	PMCtarget_1.5mm	182.7657	122.5036	173.4353	-0.7251	0.0394	0.6875	-0.2001	-0.9673	-0.1557	0.6589	-0.2505	0.7093	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:04.388	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	15.9891
Sample 435	Session imported from “Block2.txt”	435	PMCtarget_1.5mm	182.7112	122.4978	173.4811	-0.7257	0.0371	0.6870	-0.1995	-0.9670	-0.1586	0.6584	-0.2521	0.7091	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:04.988	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
Sample 436	Session imported from “Block2.txt”	436	PMCtarget_1.5mm	182.7455	122.4575	173.4373	-0.7258	0.0364	0.6870	-0.1981	-0.9673	-0.1581	0.6588	-0.2508	0.7093	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:05.490	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	17.1312
Sample 437	Session imported from “Block2.txt”	437	PMCtarget_1.5mm	182.5639	122.6042	173.6467	-0.7294	0.0262	0.6835	-0.1890	-0.9681	-0.1646	0.6574	-0.2493	0.7111	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:15.482	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	30.8361
Sample 438	Session imported from “Block2.txt”	438	PMCtarget_1.5mm	182.6058	122.5203	173.5812	-0.7286	0.0280	0.6844	-0.1905	-0.9680	-0.1632	0.6579	-0.2492	0.7106	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:15.984	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	13.7049
Sample 439	Session imported from “Block2.txt”	439	PMCtarget_1.5mm	182.6515	122.6498	173.5855	-0.7292	0.0262	0.6838	-0.1902	-0.9676	-0.1658	0.6573	-0.2510	0.7106	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:16.486	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	23.9836
Sample 440	Session imported from “Block2.txt”	440	PMCtarget_1.5mm	182.6903	122.6251	173.5429	-0.7298	0.0255	0.6832	-0.1895	-0.9677	-0.1663	0.6569	-0.2508	0.7110	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:16.988	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	21.6995
Sample 441	Session imported from “Block2.txt”	441	PMCtarget_1.5mm	182.7059	122.6313	173.5314	-0.7296	0.0250	0.6834	-0.1887	-0.9679	-0.1661	0.6573	-0.2501	0.7109	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:17.490	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	20.5574
Sample 442	Session imported from “Block2.txt”	442	PMCtarget_1.5mm	182.6093	122.5139	173.5760	-0.7301	0.0257	0.6828	-0.1888	-0.9680	-0.1654	0.6567	-0.2497	0.7116	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:17.991	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	21.6995
Sample 443	Session imported from “Block2.txt”	443	PMCtarget_1.5mm	182.5209	122.5235	173.6568	-0.7310	0.0271	0.6818	-0.1886	-0.9683	-0.1637	0.6558	-0.2483	0.7130	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:18.591	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	27.4099
Sample 444	Session imported from “Block2.txt”	444	PMCtarget_1.5mm	182.5161	122.2993	173.5844	-0.7297	0.0238	0.6833	-0.1861	-0.9686	-0.1650	0.6579	-0.2476	0.7112	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:19.190	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	14.8470
Sample 445	Session imported from “Block2.txt”	445	PMCtarget_1.5mm	182.5065	122.2455	173.5745	-0.7310	0.0182	0.6821	-0.1801	-0.9693	-0.1672	0.6582	-0.2451	0.7119	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:29.391	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	19.4153
Sample 446	Session imported from “Block2.txt”	446	PMCtarget_1.5mm	182.4174	122.2292	173.6470	-0.7307	0.0177	0.6825	-0.1797	-0.9694	-0.1673	0.6586	-0.2449	0.7115	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:29.893	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	21.6995
Sample 447	Session imported from “Block2.txt”	447	PMCtarget_1.5mm	182.4551	122.2405	173.6178	-0.7301	0.0167	0.6832	-0.1802	-0.9690	-0.1688	0.6592	-0.2464	0.7105	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:30.492	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	21.6995
Sample 448	Session imported from “Block2.txt”	448	PMCtarget_1.5mm	182.5458	122.1717	173.5148	-0.7281	0.0147	0.6853	-0.1784	-0.9694	-0.1688	0.6618	-0.2452	0.7084	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:31.091	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	21.6995
Sample 449	Session imported from “Block2.txt”	449	PMCtarget_1.5mm	182.6749	122.3506	173.4627	-0.7278	0.0145	0.6856	-0.1783	-0.9694	-0.1688	0.6622	-0.2451	0.7081	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:31.593	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	15.9891
Sample 450	Session imported from “Block2.txt”	450	PMCtarget_1.5mm	182.7733	122.3812	173.3868	-0.7274	0.0123	0.6861	-0.1776	-0.9691	-0.1710	0.6628	-0.2462	0.7071	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:32.192	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	29.6940
Sample 451	Session imported from “Block2.txt”	451	PMCtarget_1.5mm	182.7506	122.4024	173.4140	-0.7277	0.0105	0.6858	-0.1769	-0.9689	-0.1728	0.6627	-0.2471	0.7070	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:32.792	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	19.4153
Sample 452	Session imported from “Block2.txt”	452	PMCtarget_1.5mm	182.4832	122.1475	173.5614	-0.7277	0.0182	0.6857	-0.1791	-0.9700	-0.1644	0.6621	-0.2424	0.7091	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:43.285	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	13.7049
Sample 453	Session imported from “Block2.txt”	453	PMCtarget_1.5mm	182.5211	122.1452	173.5274	-0.7286	0.0173	0.6848	-0.1786	-0.9699	-0.1656	0.6613	-0.2429	0.7097	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:43.786	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	14.8470
Sample 454	Session imported from “Block2.txt”	454	PMCtarget_1.5mm	182.6395	122.1309	173.4187	-0.7289	0.0171	0.6844	-0.1793	-0.9696	-0.1667	0.6607	-0.2442	0.7098	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:44.287	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	14.8470
Sample 455	Session imported from “Block2.txt”	455	PMCtarget_1.5mm	182.6516	122.1170	173.4033	-0.7301	0.0169	0.6831	-0.1771	-0.9702	-0.1652	0.6600	-0.2416	0.7114	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:44.789	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
Sample 456	Session imported from “Block2.txt”	456	PMCtarget_1.5mm	182.5765	121.8162	173.3665	-0.7303	0.0188	0.6829	-0.1759	-0.9711	-0.1614	0.6601	-0.2380	0.7125	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:45.291	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	11.4208
Sample 457	Session imported from “Block2.txt”	457	PMCtarget_1.5mm	182.7842	121.9156	173.2183	-0.7294	0.0168	0.6839	-0.1777	-0.9700	-0.1657	0.6606	-0.2423	0.7105	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:45.793	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	17.1312
Sample 458	Session imported from “Block2.txt”	458	PMCtarget_1.5mm	182.9175	122.0387	173.1435	-0.7284	0.0081	0.6851	-0.1749	-0.9690	-0.1745	0.6625	-0.2469	0.7072	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:46.294	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
Sample 459	Session imported from “Block2.txt”	459	PMCtarget_1.5mm	182.5799	121.7138	173.3286	-0.7300	0.0082	0.6834	-0.1723	-0.9698	-0.1724	0.6614	-0.2436	0.7094	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:46.893	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	25.1257
Sample 460	Session imported from “Block2.txt”	460	PMCtarget_1.5mm	182.3437	122.4317	173.7808	-0.7280	0.0073	0.6855	-0.1767	-0.9682	-0.1773	0.6624	-0.2502	0.7061	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:57.194	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	22.8416
Sample 461	Session imported from “Block2.txt”	461	PMCtarget_1.5mm	182.2461	122.3515	173.8391	-0.7270	0.0076	0.6866	-0.1773	-0.9681	-0.1771	0.6633	-0.2505	0.7051	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:57.697	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
Sample 462	Session imported from “Block2.txt”	462	PMCtarget_1.5mm	182.4215	122.3268	173.6768	-0.7262	0.0070	0.6875	-0.1785	-0.9676	-0.1787	0.6639	-0.2525	0.7039	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:58.295	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
Sample 463	Session imported from “Block2.txt”	463	PMCtarget_1.5mm	182.5273	122.3230	173.5826	-0.7272	0.0059	0.6864	-0.1769	-0.9678	-0.1791	0.6632	-0.2517	0.7048	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:58.796	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	17.1312
Sample 464	Session imported from “Block2.txt”	464	PMCtarget_1.5mm	182.6260	122.2697	173.4779	-0.7269	0.0109	0.6867	-0.1817	-0.9673	-0.1769	0.6623	-0.2534	0.7051	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:59.395	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	22.8416
Sample 465	Session imported from “Block2.txt”	465	PMCtarget_1.5mm	182.6672	122.2403	173.4318	-0.7250	0.0139	0.6886	-0.1853	-0.9669	-0.1755	0.6634	-0.2548	0.7036	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:21:59.995	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	26.2678
Sample 466	Session imported from “Block2.txt”	466	PMCtarget_1.5mm	182.6683	122.2811	173.4447	-0.7250	0.0168	0.6886	-0.1879	-0.9666	-0.1742	0.6627	-0.2557	0.7039	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:22:00.496	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	15.9891
Sample 467	Session imported from “Block2.txt”	467	PMCtarget_1.5mm	182.6576	122.2388	173.4397	-0.7257	0.0182	0.6878	-0.1888	-0.9665	-0.1736	0.6616	-0.2558	0.7048	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:22:01.096	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	26.2678
Sample 468	Session imported from “Block2.txt”	468	PMCtarget_1.5mm	182.5688	122.5446	173.6220	-0.7319	0.0147	0.6813	-0.1889	-0.9650	-0.1821	0.6547	-0.2620	0.7090	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:22:11.086	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	15.9891
Sample 469	Session imported from “Block2.txt”	469	PMCtarget_1.5mm	182.6871	122.3314	173.4454	-0.7288	0.0131	0.6846	-0.1881	-0.9652	-0.1818	0.6584	-0.2613	0.7059	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:22:11.587	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
Sample 470	Session imported from “Block2.txt”	470	PMCtarget_1.5mm	182.6631	122.3936	173.4877	-0.7288	0.0134	0.6846	-0.1894	-0.9648	-0.1827	0.6580	-0.2628	0.7057	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:22:12.089	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	25.1257
Sample 471	Session imported from “Block2.txt”	471	PMCtarget_1.5mm	182.6566	122.2900	173.4580	-0.7297	0.0139	0.6836	-0.1880	-0.9653	-0.1811	0.6574	-0.2607	0.7070	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:22:12.591	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	22.8416
Sample 472	Session imported from “Block2.txt”	472	PMCtarget_1.5mm	182.6028	122.2892	173.5050	-0.7298	0.0143	0.6836	-0.1862	-0.9661	-0.1786	0.6579	-0.2576	0.7077	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:22:13.092	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	20.5574
Sample 473	Session imported from “Block2.txt”	473	PMCtarget_1.5mm	182.5508	122.3223	173.5618	-0.7312	0.0137	0.6821	-0.1852	-0.9662	-0.1792	0.6566	-0.2573	0.7090	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:22:13.594	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	17.1312
Sample 474	Session imported from “Block2.txt”	474	PMCtarget_1.5mm	182.6841	122.4350	173.4834	-0.7317	0.0145	0.6815	-0.1863	-0.9660	-0.1795	0.6557	-0.2583	0.7095	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:22:14.096	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	19.4153
Sample 475	Session imported from “Block2.txt”	475	PMCtarget_1.5mm	182.6322	122.4194	173.5236	-0.7321	0.0153	0.6810	-0.1864	-0.9661	-0.1787	0.6552	-0.2578	0.7101	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:22:14.598	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	30.8361
Sample 476	Session imported from “Block2.txt”	476	PMCtarget_1.5mm	182.5710	122.5376	173.6176	-0.7331	0.0127	0.6800	-0.1776	-0.9687	-0.1734	0.6565	-0.2479	0.7124	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:22:24.993	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	12.5629
Sample 477	Session imported from “Block2.txt”	477	PMCtarget_1.5mm	182.5703	122.4348	173.5832	-0.7325	0.0123	0.6806	-0.1791	-0.9681	-0.1753	0.6567	-0.2503	0.7114	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:22:25.495	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	13.7049
