# Version: 12
# Coordinate system: Brainsight
# Created by: Brainsight 2.5b3
# X=right->left, Y=anterior->posterior, Z=inferior->superior
# Units: millimetres, degrees, milliseconds, and microvolts
# Encoding: UTF-8
# Notes: Each column is delimited by a tab. Each value within a column is delimited by a semicolon.
# Sample Name	Session Name	Index	Assoc. Target	Loc. X	Loc. Y	Loc. Z	m0n0	m0n1	m0n2	m1n0	m1n1	m1n2	m2n0	m2n1	m2n2	Dist. to Target	Target Error	Angular Error	Twist Error	Stim. Power A	Stim. Pulse Interval	Stim. Power B	Date	Time	Creation Cause	Crosshairs Driver	Offset	Comment	EMG Channels	EMG Window Start	EMG Window End	EMG Peak-to-peak 1
Sample 808	Session imported from “Block4.txt”	808	PMCtarget_1.5mm	182.7376	122.2494	173.3731	-0.6980	0.0330	0.7153	-0.2158	-0.9622	-0.1662	0.6828	-0.2704	0.6787	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:00.364	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	21.6995
Sample 809	Session imported from “Block4.txt”	809	PMCtarget_1.5mm	182.5872	122.3363	173.5347	-0.6991	0.0325	0.7143	-0.2161	-0.9619	-0.1677	0.6816	-0.2716	0.6795	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:00.866	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
Sample 810	Session imported from “Block4.txt”	810	PMCtarget_1.5mm	182.4709	122.2516	173.6078	-0.6994	0.0285	0.7142	-0.2125	-0.9623	-0.1697	0.6824	-0.2704	0.6791	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:01.368	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	22.8416
Sample 811	Session imported from “Block4.txt”	811	PMCtarget_1.5mm	182.5620	122.2993	173.5441	-0.6996	0.0289	0.7140	-0.2120	-0.9626	-0.1687	0.6824	-0.2694	0.6795	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:01.869	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	22.8416
Sample 812	Session imported from “Block4.txt”	812	PMCtarget_1.5mm	182.5248	122.2138	173.5476	-0.6965	0.0297	0.7170	-0.2119	-0.9631	-0.1660	0.6856	-0.2675	0.6771	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:02.371	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	11.4208
Sample 813	Session imported from “Block4.txt”	813	PMCtarget_1.5mm	182.5134	122.0986	173.5183	-0.6958	0.0280	0.7177	-0.2107	-0.9632	-0.1667	0.6867	-0.2672	0.6761	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:02.873	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	17.1312
Sample 814	Session imported from “Block4.txt”	814	PMCtarget_1.5mm	182.5138	122.4376	173.6336	-0.7026	0.0209	0.7113	-0.1989	-0.9655	-0.1681	0.6832	-0.2595	0.6825	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:13.270	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	14.8470
Sample 815	Session imported from “Block4.txt”	815	PMCtarget_1.5mm	182.5396	122.3632	173.5856	-0.7024	0.0208	0.7115	-0.1979	-0.9659	-0.1671	0.6837	-0.2582	0.6825	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:13.772	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	21.6995
Sample 816	Session imported from “Block4.txt”	816	PMCtarget_1.5mm	182.5734	122.1759	173.4920	-0.7016	0.0209	0.7123	-0.1971	-0.9663	-0.1658	0.6848	-0.2567	0.6820	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:14.273	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	13.7049
Sample 817	Session imported from “Block4.txt”	817	PMCtarget_1.5mm	182.6194	122.1469	173.4418	-0.7020	0.0193	0.7119	-0.1956	-0.9664	-0.1667	0.6848	-0.2563	0.6822	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:14.775	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
Sample 818	Session imported from “Block4.txt”	818	PMCtarget_1.5mm	182.6531	122.4316	173.5095	-0.7029	0.0198	0.7110	-0.1960	-0.9663	-0.1669	0.6837	-0.2567	0.6831	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:15.373	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	21.6995
Sample 819	Session imported from “Block4.txt”	819	PMCtarget_1.5mm	182.5811	122.4507	173.5791	-0.7029	0.0151	0.7112	-0.1925	-0.9665	-0.1698	0.6848	-0.2562	0.6822	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:15.973	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
Sample 820	Session imported from “Block4.txt”	820	PMCtarget_1.5mm	182.6315	122.5497	173.5687	-0.7016	0.0138	0.7125	-0.1937	-0.9659	-0.1720	0.6858	-0.2587	0.6803	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:16.475	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	14.8470
Sample 821	Session imported from “Block4.txt”	821	PMCtarget_1.5mm	182.5084	122.5474	173.6759	-0.7026	0.0138	0.7114	-0.1938	-0.9657	-0.1727	0.6847	-0.2592	0.6812	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:17.073	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	22.8416
Sample 822	Session imported from “Block4.txt”	822	PMCtarget_1.5mm	182.6476	122.8435	173.6571	-0.7089	0.0178	0.7051	-0.1972	-0.9648	-0.1739	0.6772	-0.2623	0.6875	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:27.176	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	14.8470
Sample 823	Session imported from “Block4.txt”	823	PMCtarget_1.5mm	182.4874	122.4497	173.6609	-0.7050	0.0196	0.7089	-0.1974	-0.9655	-0.1697	0.6811	-0.2596	0.6846	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:27.775	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	17.1312
Sample 824	Session imported from “Block4.txt”	824	PMCtarget_1.5mm	182.3851	122.2285	173.6751	-0.7056	0.0211	0.7083	-0.1961	-0.9663	-0.1666	0.6809	-0.2565	0.6860	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:28.375	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	17.1312
Sample 825	Session imported from “Block4.txt”	825	PMCtarget_1.5mm	182.4186	122.2612	173.6569	-0.7057	0.0209	0.7082	-0.1956	-0.9665	-0.1664	0.6810	-0.2559	0.6861	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:28.975	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	20.5574
Sample 826	Session imported from “Block4.txt”	826	PMCtarget_1.5mm	182.6067	122.3739	173.5304	-0.7054	0.0211	0.7085	-0.1969	-0.9660	-0.1673	0.6809	-0.2575	0.6856	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:29.476	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	21.6995
Sample 827	Session imported from “Block4.txt”	827	PMCtarget_1.5mm	182.6423	122.4424	173.5226	-0.7058	0.0188	0.7082	-0.1955	-0.9660	-0.1692	0.6809	-0.2579	0.6855	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:30.076	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	22.8416
Sample 828	Session imported from “Block4.txt”	828	PMCtarget_1.5mm	182.6055	122.5018	173.5751	-0.7062	0.0175	0.7078	-0.1948	-0.9659	-0.1705	0.6807	-0.2583	0.6855	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:30.675	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
Sample 829	Session imported from “Block4.txt”	829	PMCtarget_1.5mm	182.4433	122.6956	173.7846	-0.7093	0.0159	0.7047	-0.1998	-0.9633	-0.1793	0.6760	-0.2680	0.6865	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:41.073	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	19.4153
Sample 830	Session imported from “Block4.txt”	830	PMCtarget_1.5mm	182.4294	122.6487	173.7804	-0.7085	0.0201	0.7054	-0.2027	-0.9633	-0.1762	0.6759	-0.2678	0.6866	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:41.575	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	20.5574
Sample 831	Session imported from “Block4.txt”	831	PMCtarget_1.5mm	182.4496	122.6584	173.7660	-0.7098	0.0222	0.7041	-0.2035	-0.9633	-0.1748	0.6744	-0.2674	0.6883	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:42.076	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	20.5574
Sample 832	Session imported from “Block4.txt”	832	PMCtarget_1.5mm	182.5699	122.7377	173.6881	-0.7091	0.0191	0.7048	-0.2025	-0.9630	-0.1777	0.6754	-0.2687	0.6868	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:42.578	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	20.5574
Sample 833	Session imported from “Block4.txt”	833	PMCtarget_1.5mm	182.5060	122.3987	173.6272	-0.7079	0.0193	0.7060	-0.2020	-0.9634	-0.1762	0.6768	-0.2674	0.6859	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:43.177	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	20.5574
Sample 834	Session imported from “Block4.txt”	834	PMCtarget_1.5mm	182.5290	122.4820	173.6355	-0.7083	0.0178	0.7057	-0.2010	-0.9634	-0.1775	0.6767	-0.2676	0.6859	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:43.777	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	19.4153
Sample 835	Session imported from “Block4.txt”	835	PMCtarget_1.5mm	182.3484	122.4620	173.7871	-0.7085	0.0159	0.7055	-0.1995	-0.9635	-0.1786	0.6769	-0.2673	0.6858	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:44.377	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	17.1312
Sample 836	Session imported from “Block4.txt”	836	PMCtarget_1.5mm	182.5799	122.6483	173.6479	-0.7083	0.0192	0.7057	-0.2025	-0.9631	-0.1771	0.6763	-0.2683	0.6861	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:44.879	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	19.4153
Sample 837	Session imported from “Block4.txt”	837	PMCtarget_1.5mm	182.5187	122.5525	173.6686	-0.7133	0.0185	0.7006	-0.1982	-0.9642	-0.1763	0.6722	-0.2646	0.6914	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:54.968	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	17.1312
Sample 838	Session imported from “Block4.txt”	838	PMCtarget_1.5mm	182.4483	122.5005	173.7126	-0.7121	0.0170	0.7019	-0.1979	-0.9640	-0.1775	0.6736	-0.2653	0.6898	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:55.470	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	51.3935
Sample 839	Session imported from “Block4.txt”	839	PMCtarget_1.5mm	182.4790	122.5124	173.6897	-0.7121	0.0155	0.7019	-0.1965	-0.9642	-0.1781	0.6740	-0.2647	0.6897	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:55.972	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	19.4153
Sample 840	Session imported from “Block4.txt”	840	PMCtarget_1.5mm	182.4901	122.5496	173.6927	-0.7119	0.0150	0.7021	-0.1968	-0.9640	-0.1789	0.6741	-0.2655	0.6892	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:56.474	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	21.6995
Sample 841	Session imported from “Block4.txt”	841	PMCtarget_1.5mm	182.4167	122.5500	173.7572	-0.7114	0.0137	0.7027	-0.1966	-0.9638	-0.1802	0.6748	-0.2663	0.6883	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:56.976	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	21.6995
Sample 842	Session imported from “Block4.txt”	842	PMCtarget_1.5mm	182.3593	122.4185	173.7626	-0.7107	0.0132	0.7034	-0.1957	-0.9641	-0.1796	0.6757	-0.2653	0.6877	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:57.478	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	23.9836
Sample 843	Session imported from “Block4.txt”	843	PMCtarget_1.5mm	182.4503	122.5072	173.7131	-0.7102	0.0128	0.7038	-0.1961	-0.9639	-0.1803	0.6761	-0.2661	0.6871	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:57.980	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	13.7049
Sample 844	Session imported from “Block4.txt”	844	PMCtarget_1.5mm	182.5362	122.5531	173.6534	-0.7110	0.0110	0.7031	-0.1945	-0.9639	-0.1816	0.6758	-0.2659	0.6875	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:43:58.579	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	19.4153
Sample 845	Session imported from “Block4.txt”	845	PMCtarget_1.5mm	182.2509	122.5680	173.9103	-0.7140	0.0175	0.6999	-0.1998	-0.9632	-0.1798	0.6710	-0.2682	0.6912	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:08.875	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	19.4153
Sample 846	Session imported from “Block4.txt”	846	PMCtarget_1.5mm	182.1300	122.5009	173.9939	-0.7160	0.0202	0.6978	-0.1996	-0.9638	-0.1769	0.6689	-0.2660	0.6941	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:09.377	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
Sample 847	Session imported from “Block4.txt”	847	PMCtarget_1.5mm	182.2334	122.4808	173.8947	-0.7145	0.0207	0.6993	-0.2015	-0.9633	-0.1773	0.6700	-0.2676	0.6925	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:09.879	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	22.8416
Sample 848	Session imported from “Block4.txt”	848	PMCtarget_1.5mm	182.2930	122.2918	173.7775	-0.7124	0.0190	0.7015	-0.2000	-0.9637	-0.1770	0.6727	-0.2664	0.6903	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:10.380	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
Sample 849	Session imported from “Block4.txt”	849	PMCtarget_1.5mm	182.3806	121.9610	173.5878	-0.7108	0.0176	0.7032	-0.1984	-0.9641	-0.1764	0.6748	-0.2649	0.6888	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:10.882	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	15.9891
Sample 850	Session imported from “Block4.txt”	850	PMCtarget_1.5mm	182.4545	122.2461	173.6203	-0.7125	0.0173	0.7014	-0.1993	-0.9635	-0.1787	0.6727	-0.2671	0.6900	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:11.481	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	13.7049
Sample 851	Session imported from “Block4.txt”	851	PMCtarget_1.5mm	182.4035	122.2204	173.6562	-0.7123	0.0164	0.7017	-0.1989	-0.9635	-0.1794	0.6731	-0.2673	0.6895	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:11.983	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	17.1312
Sample 852	Session imported from “Block4.txt”	852	PMCtarget_1.5mm	182.5459	122.2763	173.5504	-0.7104	0.0153	0.7036	-0.1993	-0.9632	-0.1803	0.6750	-0.2683	0.6873	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:12.582	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	22.8416
Sample 853	Session imported from “Block4.txt”	853	PMCtarget_1.5mm	182.5362	122.5448	173.6506	-0.7049	0.0170	0.7091	-0.2045	-0.9621	-0.1802	0.6792	-0.2720	0.6817	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:22.770	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	21.6995
Sample 854	Session imported from “Block4.txt”	854	PMCtarget_1.5mm	182.4260	122.5366	173.7445	-0.7069	0.0181	0.7071	-0.2036	-0.9626	-0.1789	0.6774	-0.2704	0.6841	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:23.272	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	15.9891
Sample 855	Session imported from “Block4.txt”	855	PMCtarget_1.5mm	182.4315	122.5590	173.7473	-0.7066	0.0188	0.7074	-0.2041	-0.9626	-0.1783	0.6776	-0.2704	0.6840	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:23.773	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	20.5574
Sample 856	Session imported from “Block4.txt”	856	PMCtarget_1.5mm	182.3693	122.4220	173.7550	-0.7060	0.0165	0.7080	-0.2017	-0.9630	-0.1787	0.6789	-0.2690	0.6832	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:24.276	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	15.9891
Sample 857	Session imported from “Block4.txt”	857	PMCtarget_1.5mm	182.3516	122.5884	173.8276	-0.7063	0.0145	0.7078	-0.2013	-0.9626	-0.1811	0.6787	-0.2704	0.6828	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:24.777	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	22.8416
Sample 858	Session imported from “Block4.txt”	858	PMCtarget_1.5mm	182.3865	122.6158	173.8065	-0.7058	0.0163	0.7082	-0.2023	-0.9627	-0.1794	0.6789	-0.2699	0.6828	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:25.279	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	28.5519
Sample 859	Session imported from “Block4.txt”	859	PMCtarget_1.5mm	182.5782	122.5182	173.6047	-0.7032	0.0156	0.7108	-0.2042	-0.9621	-0.1809	0.6810	-0.2724	0.6797	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:25.780	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	15.9891
Sample 860	Session imported from “Block4.txt”	860	PMCtarget_1.5mm	182.6737	122.5958	173.5474	-0.7033	0.0168	0.7107	-0.2059	-0.9617	-0.1810	0.6804	-0.2736	0.6798	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:26.281	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
Sample 861	Session imported from “Block4.txt”	861	PMCtarget_1.5mm	182.4630	122.4678	173.6886	-0.7111	0.0071	0.7030	-0.1966	-0.9621	-0.1892	0.6750	-0.2728	0.6855	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:36.677	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	17.1312
Sample 862	Session imported from “Block4.txt”	862	PMCtarget_1.5mm	182.5154	122.2312	173.5618	-0.7087	0.0097	0.7054	-0.1977	-0.9626	-0.1854	0.6772	-0.2709	0.6841	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:37.179	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	12.5629
Sample 863	Session imported from “Block4.txt”	863	PMCtarget_1.5mm	182.6182	122.0550	173.4115	-0.7061	0.0188	0.7079	-0.2040	-0.9627	-0.1779	0.6781	-0.2701	0.6835	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:37.681	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	22.8416
Sample 864	Session imported from “Block4.txt”	864	PMCtarget_1.5mm	182.6642	122.0830	173.3806	-0.7060	0.0245	0.7078	-0.2082	-0.9624	-0.1744	0.6769	-0.2705	0.6846	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:38.182	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	21.6995
Sample 865	Session imported from “Block4.txt”	865	PMCtarget_1.5mm	182.6412	122.1043	173.4081	-0.7071	0.0255	0.7067	-0.2090	-0.9622	-0.1744	0.6755	-0.2710	0.6857	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:38.684	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	17.1312
Sample 866	Session imported from “Block4.txt”	866	PMCtarget_1.5mm	182.5114	122.1509	173.5379	-0.7096	0.0264	0.7041	-0.2068	-0.9631	-0.1723	0.6736	-0.2679	0.6889	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:39.186	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	26.2678
Sample 867	Session imported from “Block4.txt”	867	PMCtarget_1.5mm	182.6172	122.4091	173.5333	-0.7096	0.0270	0.7040	-0.2074	-0.9630	-0.1721	0.6733	-0.2681	0.6890	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:39.785	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	19.4153
Sample 868	Session imported from “Block4.txt”	868	PMCtarget_1.5mm	182.6176	122.4357	173.5419	-0.7091	0.0243	0.7046	-0.2064	-0.9628	-0.1745	0.6742	-0.2692	0.6878	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:40.384	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	22.8416
Sample 869	Session imported from “Block4.txt”	869	PMCtarget_1.5mm	182.5885	122.8616	173.7154	-0.7153	0.0213	0.6985	-0.2024	-0.9630	-0.1779	0.6689	-0.2686	0.6931	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:50.584	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	21.6995
Sample 870	Session imported from “Block4.txt”	870	PMCtarget_1.5mm	182.5323	122.9664	173.8040	-0.7158	0.0189	0.6981	-0.2024	-0.9623	-0.1815	0.6684	-0.2712	0.6926	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-10-30	11:44:51.086	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	18.2732
