# Version: 12
# Coordinate system: Brainsight
# Created by: Brainsight 2.5b3
# X=right->left, Y=anterior->posterior, Z=inferior->superior
# Units: millimetres, degrees, milliseconds, and microvolts
# Encoding: UTF-8
# Notes: Each column is delimited by a tab. Each value within a column is delimited by a semicolon.
# Sample Name	Session Name	Index	Assoc. Target	Loc. X	Loc. Y	Loc. Z	m0n0	m0n1	m0n2	m1n0	m1n1	m1n2	m2n0	m2n1	m2n2	Dist. to Target	Target Error	Angular Error	Twist Error	Stim. Power A	Stim. Pulse Interval	Stim. Power B	Date	Time	Creation Cause	Crosshairs Driver	Offset	Comment	EMG Channels	EMG Window Start	EMG Window End	EMG Peak-to-peak 1
Sample 11	Session imported from “Hotspot+Block1.txt”	11	PMC3	173.8038	131.3871	195.9267	-0.6205	0.7230	0.3037	-0.4889	-0.6595	0.5710	0.6131	0.2058	0.7627	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:05:05.878	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	10.2787
Sample 12	Session imported from “Hotspot+Block1.txt”	12	PMC3	168.0552	130.3623	199.2257	-0.6364	0.7118	0.2971	-0.4877	-0.6698	0.5599	0.5976	0.2114	0.7734	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:05:13.490	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	11.4208
Sample 13	Session imported from “Hotspot+Block1.txt”	13	PMC3	184.3288	126.0549	189.4649	-0.6290	0.6952	0.3480	-0.4680	-0.6960	0.5446	0.6208	0.1797	0.7631	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:05:19.084	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	11.4208
Sample 14	Session imported from “Hotspot+Block1.txt”	14	PMC3	182.1318	130.1929	190.9027	-0.6249	0.6839	0.3765	-0.4771	-0.7163	0.5092	0.6179	0.1386	0.7739	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:05:30.119	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	14.8470
Sample 15	Session imported from “Hotspot+Block1.txt”	15	PMC3	185.9327	165.7250	183.5449	-0.7189	0.6064	0.3398	-0.3357	-0.7310	0.5941	0.6087	0.3130	0.7291	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:05:44.489	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	119.9182
Sample 16	Session imported from “Hotspot+Block1.txt”	16	Sample 15	193.6908	174.7573	173.3142	-0.6301	0.7445	0.2207	-0.4408	-0.5769	0.6877	0.6393	0.3360	0.6917	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:05:59.032	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	15.9891
Sample 17	Session imported from “Hotspot+Block1.txt”	17	Sample 15	197.7960	165.2368	170.1537	-0.6580	0.6982	0.2820	-0.3795	-0.6310	0.6767	0.6504	0.3382	0.6801	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:06:05.392	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	28.5519
Sample 18	Session imported from “Hotspot+Block1.txt”	18	Sample 15	196.2074	153.7917	175.8474	-0.6647	0.6734	0.3236	-0.3522	-0.6644	0.6592	0.6589	0.3242	0.6788	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:06:12.182	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	13.7049
Sample 19	Session imported from “Hotspot+Block1.txt”	19	Sample 15	188.9910	149.5133	183.7804	-0.6798	0.6434	0.3521	-0.3305	-0.6973	0.6361	0.6547	0.3160	0.6866	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:06:25.430	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	14.8470
Sample 20	Session imported from “Hotspot+Block1.txt”	20	Sample 15	179.6794	154.2583	189.9738	-0.6873	0.6571	0.3096	-0.3564	-0.6765	0.6445	0.6329	0.3326	0.6991	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:06:32.191	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	20.5574
Sample 21	Session imported from “Hotspot+Block1.txt”	21	Sample 15	175.4587	165.3342	191.9958	-0.7228	0.6133	0.3185	-0.3022	-0.6950	0.6525	0.6215	0.3754	0.6876	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:06:40.973	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	130.1969
Sample 22	Session imported from “Hotspot+Block1.txt”	22	Sample 21	181.0843	173.9320	186.2190	-0.7140	0.6238	0.3181	-0.2944	-0.6796	0.6719	0.6353	0.3860	0.6689	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:07:04.752	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	256.9675
Sample 23	Session imported from “Hotspot+Block1.txt”	23	Sample 21	185.9430	166.6378	183.4103	-0.7073	0.6196	0.3403	-0.2813	-0.6883	0.6686	0.6485	0.3772	0.6612	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:07:09.928	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	90.2242
Sample 24	Session imported from “Hotspot+Block1.txt”	24	Sample 21	185.8061	156.5787	184.9949	-0.7018	0.6099	0.3681	-0.2626	-0.7018	0.6622	0.6622	0.3680	0.6527	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:07:16.482	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	14.8470
Sample 25	Session imported from “Hotspot+Block1.txt”	25	Sample 21	178.0064	150.2852	191.6341	-0.6777	0.6408	0.3607	-0.2963	-0.6869	0.6636	0.6730	0.3428	0.6554	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:07:24.106	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	10.2787
Sample 26	Session imported from “Hotspot+Block1.txt”	26	Sample 21	169.8617	154.4148	197.4335	-0.6766	0.6560	0.3344	-0.2978	-0.6592	0.6905	0.6734	0.3676	0.6414	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:07:30.366	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	13.7049
Sample 27	Session imported from “Hotspot+Block1.txt”	27	Sample 21	166.8086	164.8373	197.7674	-0.7012	0.6465	0.3006	-0.2958	-0.6474	0.7024	0.6487	0.4036	0.6452	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:07:36.183	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	60.5301
Sample 28	Session imported from “Hotspot+Block1.txt”	28	Sample 21	168.1874	172.2013	194.9855	-0.7098	0.6278	0.3194	-0.2741	-0.6639	0.6958	0.6489	0.4063	0.6433	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:07:49.612	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	86.7979
Sample 29	Session imported from “Hotspot+Block1.txt”	29	Sample 21	176.0202	164.6761	191.5809	-0.7199	0.6262	0.2994	-0.3161	-0.6798	0.6618	0.6179	0.3818	0.6873	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:08:11.889	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	206.7161
Sample 30	Session imported from “Hotspot+Block1.txt”	30	Sample 21	179.6199	170.9740	188.0273	-0.7149	0.6403	0.2808	-0.3244	-0.6596	0.6780	0.6194	0.3936	0.6793	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:08:17.526	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	135.9073
Sample 31	Session imported from “Hotspot+Block1.txt”	31	Sample 21	182.6010	165.3438	186.3377	-0.7070	0.6379	0.3054	-0.3089	-0.6670	0.6780	0.6362	0.3850	0.6686	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:08:22.104	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	154.1805
Sample 32	Session imported from “Hotspot+Block1.txt”	32	Sample 21	180.8962	161.0519	188.4029	-0.6999	0.6381	0.3209	-0.3030	-0.6721	0.6756	0.6468	0.3756	0.6638	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:08:26.528	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	12.5629
Sample 33	Session imported from “Hotspot+Block1.txt”	33	Sample 21	177.9620	157.5082	191.0354	-0.6896	0.6477	0.3239	-0.3121	-0.6694	0.6741	0.6535	0.3638	0.6638	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:08:30.632	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	35.4044
Sample 34	Session imported from “Hotspot+Block1.txt”	34	Sample 21	175.9305	165.5648	191.5886	-0.7202	0.6253	0.3005	-0.3098	-0.6774	0.6672	0.6208	0.3874	0.6816	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:08:53.076	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	75.3771
Sample 35	Session imported from “Hotspot+Block1.txt”	35	Sample 21	179.8151	171.2115	187.8380	-0.7196	0.6266	0.2991	-0.3097	-0.6752	0.6695	0.6215	0.3892	0.6799	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:09:03.636	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	61.6722
Sample 36	Session imported from “Hotspot+Block1.txt”	36	Sample 35	183.6632	175.4320	183.3650	-0.7182	0.6401	0.2729	-0.3143	-0.6483	0.6935	0.6208	0.4123	0.6668	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:09:27.093	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	57.1039
Sample 37	Session imported from “Hotspot+Block1.txt”	37	Sample 35	187.6416	170.6886	181.0652	-0.7080	0.6404	0.2977	-0.3086	-0.6597	0.6852	0.6352	0.3932	0.6647	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:09:31.448	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	60.5301
Sample 38	Session imported from “Hotspot+Block1.txt”	38	Sample 35	186.5724	165.6964	182.9732	-0.7004	0.6439	0.3080	-0.2999	-0.6570	0.6917	0.6477	0.3921	0.6532	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:09:36.417	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	10.2787
Sample 39	Session imported from “Hotspot+Block1.txt”	39	Sample 35	182.6627	162.2928	186.7974	-0.6962	0.6455	0.3141	-0.3086	-0.6642	0.6809	0.6481	0.3771	0.6616	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:09:41.440	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	14.8470
Sample 40	Session imported from “Hotspot+Block1.txt”	40	Sample 35	177.5947	165.0259	190.3515	-0.6879	0.6670	0.2861	-0.3221	-0.6338	0.7032	0.6504	0.3916	0.6509	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:09:46.727	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	62.8143
Sample 41	Session imported from “Hotspot+Block1.txt”	41	Sample 35	174.0850	173.2631	191.3593	-0.6874	0.6780	0.2605	-0.3155	-0.6018	0.7337	0.6542	0.4221	0.6276	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:09:51.657	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	78.8034
Sample 42	Session imported from “Hotspot+Block1.txt”	42	Sample 35	179.3295	179.5187	185.6235	-0.6800	0.6750	0.2864	-0.3414	-0.6371	0.6911	0.6489	0.3721	0.6636	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:10:03.639	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	245.5468
Sample 43	Session imported from “Hotspot+Block1.txt”	43	Sample 42	179.8014	179.7112	185.1527	-0.6837	0.6771	0.2721	-0.3370	-0.6237	0.7053	0.6473	0.3905	0.6546	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:10:27.309	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	159.8909
Sample 44	Session imported from “Hotspot+Block1.txt”	44	Sample 42	182.5572	183.8213	180.8438	-0.6837	0.6773	0.2718	-0.3339	-0.6215	0.7087	0.6489	0.3938	0.6510	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:10:31.888	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	69.6667
Sample 45	Session imported from “Hotspot+Block1.txt”	45	Sample 42	185.1817	179.6272	180.3771	-0.6910	0.6621	0.2902	-0.3045	-0.6307	0.7138	0.6556	0.4049	0.6374	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:10:35.618	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	55.9618
Sample 46	Session imported from “Hotspot+Block1.txt”	46	Sample 42	184.5629	174.9905	182.7020	-0.6897	0.6551	0.3084	-0.2964	-0.6441	0.7052	0.6606	0.3950	0.6384	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:10:39.278	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	78.8034
Sample 47	Session imported from “Hotspot+Block1.txt”	47	Sample 42	181.9921	172.5173	185.7635	-0.7016	0.6509	0.2900	-0.3100	-0.6453	0.6982	0.6416	0.4000	0.6545	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:10:43.133	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	62.8143
Sample 48	Session imported from “Hotspot+Block1.txt”	48	Sample 42	178.1174	175.6900	188.1174	-0.7131	0.6316	0.3042	-0.2871	-0.6590	0.6952	0.6396	0.4084	0.6513	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:10:50.482	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	101.6449
Sample 49	Session imported from “Hotspot+Block1.txt”	49	Sample 42	174.8210	180.4357	188.4992	-0.7184	0.6387	0.2757	-0.3035	-0.6443	0.7020	0.6260	0.4206	0.6567	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:10:54.768	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	11.4208
Sample 50	Session imported from “Hotspot+Block1.txt”	50	Sample 42	174.2816	183.8503	187.1655	-0.7056	0.6573	0.2647	-0.3212	-0.6297	0.7074	0.6316	0.4141	0.6554	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:11:05.121	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	151.8964
Sample 51	Session imported from “Hotspot+Block1.txt”	51	Sample 42	178.8201	185.7829	183.2579	-0.6829	0.6808	0.2650	-0.3314	-0.6120	0.7181	0.6510	0.4025	0.6435	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:11:10.047	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	62.8143
Sample 52	Session imported from “Hotspot+Block1.txt”	52	Sample 42	179.7809	179.5400	185.2339	-0.6806	0.6867	0.2555	-0.3599	-0.6171	0.6998	0.6382	0.3843	0.6671	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:11:32.839	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	137.0493
Sample 53	Session imported from “Hotspot+Block1.txt”	53	Sample 42	182.1316	182.4528	181.9076	-0.6736	0.6919	0.2598	-0.3608	-0.6146	0.7015	0.6451	0.3788	0.6636	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:11:36.876	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	68.5247
Sample 54	Session imported from “Hotspot+Block1.txt”	54	Sample 42	178.4577	185.2781	183.7858	-0.6770	0.6962	0.2388	-0.3510	-0.5906	0.7267	0.6469	0.4081	0.6442	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:11:40.522	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	129.0548
Sample 55	Session imported from “Hotspot+Block1.txt”	55	Sample 42	176.6343	183.6682	185.7846	-0.6747	0.6959	0.2459	-0.3504	-0.5952	0.7232	0.6496	0.4018	0.6454	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:11:44.154	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	78.8034
Sample 56	Session imported from “Hotspot+Block1.txt”	56	Sample 42	179.7540	179.1573	185.4103	-0.6981	0.6550	0.2891	-0.3183	-0.6456	0.6942	0.6414	0.3926	0.6592	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:12:02.661	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	67.3826
Sample 57	Session imported from “Hotspot+Block1.txt”	57	Sample 42	180.1860	179.4203	184.9418	-0.6755	0.6779	0.2901	-0.3279	-0.6285	0.7053	0.6605	0.3813	0.6468	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:12:27.290	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	31.9782
Sample 58	Session imported from “Hotspot+Block1.txt”	58	Sample 42	179.6866	179.1549	185.4688	-0.6565	0.6965	0.2896	-0.3466	-0.6196	0.7043	0.6700	0.3620	0.6482	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:12:54.465	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	102.7870
Sample 59	Session imported from “Hotspot+Block1.txt”	59	Sample 42	179.8897	179.8621	185.0229	-0.6871	0.6730	0.2740	-0.3412	-0.6318	0.6960	0.6415	0.3847	0.6637	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:13:19.203	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	113.0657
Sample 60	Session imported from “Hotspot+Block1.txt”	60	Sample 42	179.9602	178.9272	185.3291	-0.6784	0.6765	0.2864	-0.3429	-0.6364	0.6910	0.6497	0.3706	0.6637	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:13:41.925	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	155.3226
Sample 61	Session imported from “Hotspot+Block1.txt”	61	Sample 42	180.3060	179.0889	184.9669	-0.6853	0.6610	0.3058	-0.3151	-0.6476	0.6937	0.6566	0.3790	0.6521	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:14:00.987	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	295.7982
Sample 62	Session imported from “Hotspot+Block1.txt”	62	Sample 42	176.1203	183.1602	186.4176	-0.6945	0.6643	0.2762	-0.3156	-0.6263	0.7129	0.6466	0.4079	0.6446	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:14:05.037	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	143.9018
Sample 63	Session imported from “Hotspot+Block1.txt”	63	Sample 62	176.5565	183.6549	185.8473	-0.6946	0.6547	0.2983	-0.2770	-0.6260	0.7289	0.6640	0.4237	0.6162	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:14:27.624	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	23.9836
Sample 64	Session imported from “Hotspot+Block1.txt”	64	Sample 62	176.8818	183.2773	185.8033	-0.6949	0.6594	0.2868	-0.3015	-0.6293	0.7163	0.6528	0.4113	0.6361	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:14:33.914	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	29.6940
Sample 65	Session imported from “Hotspot+Block1.txt”	65	Sample 62	176.6260	182.8312	186.2180	-0.7057	0.6541	0.2724	-0.3008	-0.6247	0.7206	0.6415	0.4266	0.6376	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:14:54.556	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	23.9836
Sample 66	Session imported from “Hotspot+Block1.txt”	66	Sample 62	176.5182	183.1573	186.1284	-0.7056	0.6404	0.3035	-0.2836	-0.6476	0.7072	0.6494	0.4129	0.6386	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:15:18.850	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	30.8361
Sample 67	Session imported from “Hotspot+Block1.txt”	67	Sample 62	176.3347	183.4148	186.1296	-0.7011	0.6598	0.2703	-0.3091	-0.6229	0.7186	0.6425	0.4203	0.6407	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:16:04.299	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	175.8800
Sample 68	Session imported from “Hotspot+Block1.txt”	68	Sample 62	170.5478	187.5300	187.2098	-0.7178	0.6578	0.2281	-0.3105	-0.5957	0.7408	0.6232	0.4609	0.6318	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:16:09.409	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	11.4208
Sample 69	Session imported from “Hotspot+Block1.txt”	69	Sample 62	179.3991	188.9979	181.1294	-0.7153	0.6567	0.2389	-0.3023	-0.5990	0.7415	0.6300	0.4582	0.6270	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:16:13.652	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	142.7597
Sample 70	Session imported from “Hotspot+Block1.txt”	70	Sample 62	182.1310	178.4535	183.5757	-0.7136	0.6457	0.2720	-0.2850	-0.6221	0.7292	0.6400	0.4428	0.6280	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:16:18.603	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	109.6395
Sample 71	Session imported from “Hotspot+Block1.txt”	71	Sample 62	172.9527	177.3339	190.6551	-0.7117	0.6429	0.2832	-0.2917	-0.6372	0.7134	0.6391	0.4251	0.6410	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:16:25.713	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	68.5247
Sample 72	Session imported from “Hotspot+Block1.txt”	72	Sample 62	176.5477	183.4126	185.9757	-0.7092	0.6465	0.2811	-0.2937	-0.6334	0.7159	0.6409	0.4252	0.6391	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:16:30.958	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	76.5192
Sample 73	Session imported from “Hotspot+Block1.txt”	73	Sample 62	176.3830	183.2685	186.1698	-0.6863	0.6750	0.2709	-0.3215	-0.6157	0.7194	0.6524	0.4066	0.6396	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:18:27.754	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	118.7761
Sample 74	Session imported from “Hotspot+Block1.txt”	74	Sample 62	176.3813	182.9354	186.3429	-0.6978	0.6666	0.2622	-0.3101	-0.6111	0.7283	0.6457	0.4269	0.6331	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:18:39.360	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	25.1257
Sample 75	Session imported from “Hotspot+Block1.txt”	75	Sample 62	176.2606	182.7713	186.5158	-0.6961	0.6683	0.2624	-0.3038	-0.6053	0.7358	0.6505	0.4324	0.6243	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-11-09	11:18:50.463	TTL1	AP Coil	0.0000	(null)	1	10.0000	90.0000	26.2678
